imgid,x_gt,y_gt,z_gt,omega_gt,phi_gt,kappa_gt,x_gps,y_gps,z_gps,,Timpstemp,t_s,ex,ey,ez_signed,e_h
3991,465675.727216,5247914.171308,472.302796,79.626043,-70.038435,-8.205689,465673.150577,5247920.861215,471.559998, ,139992956.0,139.992956,-2.5766390000353567,6.689907000400126,-0.7427979999999934,7.168955587148369
4021,465676.07029,5247913.518038,472.329674,79.201992,-70.588303,-8.654613,465673.220682,5247919.938366,471.674988, ,141002067.0,141.002067,-2.849608000018634,6.42032799962908,-0.6546860000000265,7.024306184712576
4051,465676.469208,5247912.813142,472.351227,79.656702,-70.161662,-8.21809,465672.965554,5247918.906279,472.037994, ,141991779.0,141.991779,-3.503654000000097,6.09313700068742,-0.31323299999996834,7.028649220217408
4081,465676.847238,5247912.05399,472.341833,79.526906,-70.495388,-8.385037,465672.741343,5247917.996262,472.062988, ,142997790.0,142.99779,-4.1058950000442564,5.942272000014782,-0.2788449999999898,7.222809029286881
4111,465677.074713,5247911.293544,472.35869,78.824128,-71.068072,-9.152095,465673.0164,5247917.272262,471.627991, ,144000772.0,144.000772,-4.058312999957707,5.978717999532819,-0.7306990000000155,7.225992895344101
4141,465677.301393,5247910.538839,472.346646,78.504745,-71.756951,-9.445862,465673.123896,5247916.293626,471.576996, ,145001041.0,145.001041,-4.177497000026051,5.754786999896169,-0.7696500000000128,7.111192206613501
4171,465677.548454,5247909.760032,472.318042,78.703731,-71.208011,-9.379296,465673.231863,5247915.392782,471.617004, ,145995818.0,145.995818,-4.316590999951586,5.63274999987334,-0.7010379999999827,7.09653650888489
4201,465677.710473,5247908.946931,472.359657,79.264016,-70.66493,-8.787227,465673.69581,5247914.701021,471.339996, ,146998800.0,146.9988,-4.014663000009023,5.754089999943972,-1.019661000000042,7.016200590853761
4231,465677.979929,5247908.142921,472.406337,79.337861,-69.806913,-8.775569,465673.645985,5247913.92335,471.350006, ,147994496.0,147.994496,-4.333944000012707,5.780429000034928,-1.0563310000000001,7.224709684111255
4261,465678.417187,5247907.268977,472.441286,78.819073,-70.597723,-9.296003,465673.959222,5247913.276924,471.235992, ,148998262.0,148.998262,-4.4579650000086986,6.007946999743581,-1.2052939999999808,7.481235131516082
4291,465678.843927,5247906.381733,472.556363,79.259904,-69.87744,-9.003013,465674.029058,5247912.309621,471.300995, ,149994169.0,149.994169,-4.81486899999436,5.9278879994526505,-1.2553679999999758,7.6369378432170985
4321,465679.221401,5247905.489051,472.646369,78.743709,-71.27894,-9.418412,465674.327663,5247911.741076,471.156006, ,150996059.0,150.996059,-4.8937380000134,6.252024999819696,-1.490363000000002,7.939552141723462
4351,465679.542443,5247904.550612,472.782231,79.760494,-69.276483,-8.485396,465674.625497,5247911.039171,470.774994, ,151992068.0,151.992068,-4.9169460000121035,6.488559000194073,-2.007237000000032,8.141115148800841
4381,465679.733586,5247903.663522,472.994394,79.353666,-69.54697,-8.880979,465675.256793,5247910.568707,470.384003, ,153000973.0,153.000973,-4.476793000008911,6.905185000039637,-2.610390999999993,8.22941404048315
4411,465679.810587,5247902.890954,473.08618,79.466022,-70.130079,-8.605859,465675.570105,5247909.933394,470.322998, ,153999721.0,153.999721,-4.24048199999379,7.042439999990165,-2.763182000000029,8.220562556524511
4441,465679.771258,5247902.339836,473.104458,79.365994,-70.476862,-8.63521,465676.171215,5247909.463106,470.148987, ,154993557.0,154.993557,-3.600043000013102,7.123269999399781,-2.9554710000000455,7.981308482090658
4471,465679.69347,5247901.998038,473.002493,78.412695,-71.639098,-9.549118,465677.179,5247908.83485,469.987, ,155994580.0,155.99458,-2.514469999994617,6.8368119997903705,-3.015492999999992,7.284542381052535
4501,465679.456902,5247901.877123,472.792382,78.924895,-71.976656,-8.90773,465677.64133,5247907.865255,470.188995, ,156997565.0,156.997565,-1.815571999992244,5.988131999969482,-2.603386999999998,6.25731783883593
4531,465679.128211,5247901.762294,472.541977,78.096844,-72.725801,-9.934574,465678.089456,5247907.051335,470.23999, ,157994140.0,157.99414,-1.0387549999868497,5.289041000418365,-2.301986999999997,5.390080394029776
4561,465678.93463,5247901.413174,472.276177,76.731359,-73.751362,-11.423951,465678.78662,5247906.224847,470.259003, ,158994390.0,158.99439,-0.14800999994622543,4.811673000454903,-2.0171740000000113,4.813948901202709
4591,465678.827493,5247900.797501,472.09449,78.406166,-71.393418,-10.104841,465679.182118,5247905.444576,470.550995, ,159994194.0,159.994194,0.3546249999781139,4.647075000219047,-1.5434950000000072,4.660586330953471
4621,465678.763894,5247899.933715,472.040384,79.883611,-69.176345,-8.76343,465679.048029,5247904.456236,470.498993, ,160995299.0,160.995299,0.2841350000235252,4.522521000355482,-1.5413910000000328,4.5314378399018915
4651,465678.913543,5247899.093039,472.137614,79.377383,-69.257119,-9.29322,465678.999298,5247903.867493,470.423004, ,162001043.0,162.001043,0.08575500000733882,4.774453999474645,-1.7146099999999933,4.775224069415558
4681,465679.143991,5247898.264934,472.187005,79.953626,-68.858553,-8.660866,465679.481459,5247903.709085,470.21701, ,163001987.0,163.001987,0.33746799995424226,5.444151000119746,-1.969994999999983,5.454600330280666
4711,465679.278828,5247897.560004,472.147836,80.154498,-68.216672,-8.332969,465679.495702,5247903.564523,470.085999, ,163990828.0,163.990828,0.21687399997608736,6.004519000649452,-2.0618369999999686,6.008434301964691
4741,465679.354914,5247897.055281,472.077158,79.917826,-69.025464,-8.433677,465679.480939,5247903.620178,469.511993, ,164993044.0,164.993044,0.12602499994682148,6.56489699985832,-2.565164999999979,6.566106526653399
4771,465679.437506,5247896.616045,472.005941,79.928981,-68.69679,-8.482529,465679.471378,5247903.275708,468.924011, ,165994055.0,165.994055,0.03387199999997392,6.659663000144064,-3.08193,6.659749138509035
4801,465679.555285,5247896.099711,472.00964,79.656229,-69.415457,-8.81938,465679.596578,5247902.741517,468.481995, ,166995082.0,166.995082,0.041292999987490475,6.641805999912322,-3.527645000000007,6.6419343607355295
4831,465679.707783,5247895.525064,472.00629,79.788837,-68.945088,-8.791025,465679.568937,5247901.885921,468.485992, ,167991661.0,167.991661,-0.1388460000162013,6.360856999643147,-3.5202979999999684,6.36237219766572
4861,465679.820482,5247894.906662,471.985622,79.681997,-68.507305,-8.987695,465679.517286,5247900.797077,468.529999, ,168992593.0,168.992593,-0.303195999993477,5.89041499979794,-3.4556230000000028,5.8982130077046735
4891,465680.024001,5247894.30152,471.998505,79.471155,-68.558927,-9.288794,465679.701125,5247899.962473,468.350006, ,169991622.0,169.991622,-0.3228759999619797,5.660953000187874,-3.6484990000000153,5.6701532414642495
4921,465680.263885,5247893.659036,472.015286,79.291489,-69.620745,-9.431961,465680.384927,5247899.436134,467.980011, ,170995588.0,170.995588,0.12104199995519593,5.777098000049591,-4.035275000000013,5.778365899450305
4951,465680.3479,5247892.933847,472.081196,80.454824,-67.821413,-8.475285,465680.730314,5247899.122932,467.666992, ,171994336.0,171.994336,0.38241399999242276,6.189085000194609,-4.414203999999984,6.200888130503897
4981,465680.461398,5247892.259599,472.157626,79.766605,-68.77814,-9.178287,465680.939391,5247898.73273,467.710999, ,172995352.0,172.995352,0.4779930000077002,6.473131000064313,-4.446626999999978,6.490755137274089
5011,465680.63558,5247891.645278,472.293175,80.02958,-68.404627,-8.876267,465681.010587,5247897.998808,467.721008, ,173990129.0,173.990129,0.3750069999950938,6.353529999963939,-4.572167000000036,6.364587473708496
5041,465680.86499,5247891.12441,472.478646,80.025563,-67.930544,-8.70612,465680.885923,5247897.332712,467.557007, ,174995072.0,174.995072,0.020933000021614134,6.208302000537515,-4.921639000000027,6.2083372911245736
5071,465681.180771,5247890.71608,472.51393,79.904077,-68.335265,-8.76366,465681.041057,5247896.753892,467.519012, ,175994952.0,175.994952,-0.1397139999899082,6.037812000140548,-4.994918000000041,6.039428263572172
5101,465681.299488,5247890.444169,472.578319,80.373757,-67.784784,-8.255793,465680.984335,5247896.087399,467.776001, ,176994965.0,176.994965,-0.3151530000031926,5.643230000510812,-4.802318000000014,5.652023199888361
5131,465681.294272,5247890.190907,472.575397,80.42758,-68.029876,-8.0895,465680.926033,5247895.154186,468.268005, ,177993081.0,177.993081,-0.36823900003219023,4.963279000483453,-4.307391999999993,4.976920573787041
5161,465681.263679,5247890.039684,472.546125,79.732667,-69.861539,-8.633384,465680.922853,5247894.609631,468.118988, ,178997053.0,178.997053,-0.3408260000287555,4.569946999661624,-4.427137000000016,4.582638753165242
5191,465681.271327,5247889.890905,472.536872,80.633045,-67.374888,-7.90613,465680.578528,5247893.811453,468.223999, ,179996241.0,179.996241,-0.6927990000112914,3.9205479994416237,-4.312873000000025,3.9812896240216387
5221,465681.363647,5247889.744476,472.475518,81.016332,-67.235299,-7.51079,465680.59044,5247893.26681,468.369995, ,180998178.0,180.998178,-0.7732069999910891,3.522334000095725,-4.105523000000005,3.6062010305951566
5251,465681.508073,5247889.523772,472.367448,80.421149,-67.536606,-8.225176,465680.60119,5247892.522127,468.860992, ,181992783.0,181.992783,-0.9068829999887384,2.9983549993485212,-3.5064560000000142,3.132502111377875
5281,465681.712694,5247889.185264,472.3999,80.557658,-66.374813,-8.154684,465680.696208,5247891.988113,468.927002, ,182994665.0,182.994665,-1.016485999978613,2.8028490003198385,-3.4728979999999865,2.981477202117507
5311,465681.996235,5247888.822345,472.520443,80.058465,-67.090724,-8.598436,465680.626577,5247891.699563,469.239014, ,183994731.0,183.994731,-1.3696580000105314,2.8772180005908012,-3.281429000000003,3.1865885300610395
5341,465682.240217,5247888.571795,472.649684,80.100677,-67.056817,-8.366894,465680.587219,5247891.421949,469.278992, ,184999516.0,184.999516,-1.652998000034131,2.8501540003344417,-3.3706919999999627,3.2948111044093644
5371,465682.339053,5247888.436021,472.696065,80.035585,-67.565113,-8.211988,465680.661725,5247891.254808,469.278992, ,185993211.0,185.993211,-1.6773279999615625,2.818787000142038,-3.4170729999999594,3.2800898420050637
5401,465682.363963,5247888.295293,472.708861,80.243837,-67.22933,-7.998008,465680.600621,5247891.132914,469.359985, ,187000075.0,187.000075,-1.7633420000202022,2.837621000595391,-3.3488760000000184,3.3408783204503623
5431,465682.362059,5247888.175584,472.717172,80.356814,-67.230932,-7.739475,465680.569005,5247890.888596,469.402008, ,187997615.0,187.997615,-1.7930540000088513,2.7130120005458593,-3.3151639999999816,3.2519958121211636
5461,465682.343822,5247888.026776,472.744784,80.369804,-66.790705,-7.681566,465680.734089,5247890.720926,469.367004, ,189001527.0,189.001527,-1.6097330000484362,2.6941499998793006,-3.377779999999973,3.138420710053796
5491,465682.342592,5247887.86398,472.745676,80.058881,-67.288114,-7.966324,465680.919675,5247890.186383,469.733002, ,189993201.0,189.993201,-1.4229169999598525,2.3224029997363687,-3.012674000000004,2.723646174149504
5521,465682.393726,5247887.688041,472.770598,80.48192,-67.229125,-7.463198,465681.211001,5247889.662336,470.281006, ,190995736.0,190.995736,-1.1827249999623746,1.9742950005456805,-2.489592000000016,2.3014515364690316
5551,465682.466958,5247887.600148,472.819971,80.647171,-66.50889,-7.323608,465681.450517,5247889.316411,470.509003, ,191992527.0,191.992527,-1.0164409999852069,1.7162629999220371,-2.3109680000000026,1.9946706473381308
5581,465682.524422,5247887.641428,472.834319,79.961012,-67.255125,-7.942833,465681.41876,5247889.049867,470.938995, ,192994367.0,192.994367,-1.1056620000163093,1.4084390001371503,-1.8953240000000164,1.790583389677063
5611,465682.519752,5247887.693103,472.830338,80.375039,-66.621674,-7.374015,465681.371855,5247888.772298,471.181, ,193990240.0,193.99024,-1.1478970000171103,1.079195000231266,-1.6493380000000002,1.575540977306666
5641,465682.505073,5247887.790012,472.820367,79.493227,-67.422454,-8.470805,465681.189082,5247888.495522,471.188995, ,194995069.0,194.995069,-1.3159909999812953,0.7055099997669458,-1.631371999999999,1.4931767048152491
5671,465682.527182,5247887.810082,472.827648,80.298804,-67.44651,-7.329287,465681.082892,5247888.407232,471.255005, ,195994729.0,195.994729,-1.444290000014007,0.5971499998122454,-1.5726430000000278,1.5628697087141412
5701,465682.619976,5247887.604351,472.887368,79.524927,-66.806112,-8.499196,465681.00631,5247888.218746,471.31601, ,197002699.0,197.002699,-1.6136659999610856,0.6143950000405312,-1.5713579999999752,1.7266728629086676
5731,465682.699835,5247887.384087,472.939454,79.650288,-66.66371,-8.211263,465681.073465,5247888.084989,471.238007, ,198001430.0,198.00143,-1.626369999954477,0.7009020000696182,-1.7014470000000301,1.770972329104415
5761,465682.677143,5247887.284081,472.933221,80.133737,-66.560813,-7.678541,465681.496929,5247888.215881,471.260986, ,198994356.0,198.994356,-1.1802139999927022,0.9318000003695488,-1.6722350000000006,1.503714177118599
5791,465682.611813,5247887.321438,472.885884,80.840241,-67.031188,-6.655226,465681.632655,5247888.192861,471.300995, ,199996577.0,199.996577,-0.9791579999728128,0.8714230004698038,-1.5848889999999756,1.3107739830567873
5821,465682.543305,5247887.395084,472.815704,82.313043,-66.631149,-4.679451,465681.777758,5247888.48097,471.317993, ,201005572.0,201.005572,-0.7655469999881461,1.085885999724269,-1.4977109999999811,1.3286122886636362
5851,465682.551102,5247887.413251,472.802383,82.355208,-66.364479,-4.781016,465681.847252,5247888.747294,471.074005, ,202001508.0,202.001508,-0.7038499999907799,1.334042999893427,-1.7283780000000206,1.5083353566271906
5881,465682.665308,5247887.365264,472.878904,82.980093,-65.82359,-4.001725,465682.104909,5247888.923609,470.604004, ,203003441.0,203.003441,-0.5603990000090562,1.5583449993282557,-2.2749000000000024,1.6560453424174506
5911,465682.882154,5247887.334557,472.998795,83.256564,-67.48528,-3.250749,465682.142264,5247888.856709,470.416992, ,203996374.0,203.996374,-0.7398899999679998,1.5221520001068711,-2.5818029999999794,1.6924490903663822
5941,465683.041699,5247887.293922,473.041678,83.047564,-64.915931,-3.873407,465682.148781,5247888.678851,470.579987, ,205002457.0,205.002457,-0.892917999997735,1.3849290004000068,-2.4616909999999734,1.6478261106284597
5971,465683.104896,5247887.248822,473.066982,82.381312,-66.61933,-4.620033,465681.913622,5247888.480177,470.63501, ,205995449.0,205.995449,-1.1912739999825135,1.2313550002872944,-2.4319719999999734,1.7132918256289151
6001,465683.158811,5247887.094506,473.037088,81.229402,-70.70152,-5.655402,465681.769623,5247888.380994,470.955994, ,206995591.0,206.995591,-1.3891880000010133,1.2864879993721843,-2.0810940000000073,1.893381808266748
6031,465683.456086,5247886.561006,473.128516,82.724549,-66.798103,-4.356242,465681.656991,5247888.481676,470.838989, ,207993540.0,207.99354,-1.7990950000239536,1.9206699999049306,-2.289526999999964,2.6316755247647827
6061,465683.982451,5247885.936211,473.201675,82.709123,-65.659684,-4.357175,465681.899755,5247888.691419,470.468994, ,208994515.0,208.994515,-2.082695999997668,2.7552079996094108,-2.7326810000000137,3.4538085861144614
6091,465684.351366,5247885.415382,473.182021,83.243198,-63.045871,-3.93865,465682.196336,5247889.067554,470.140015, ,209995355.0,209.995355,-2.155030000023544,3.6521720001474023,-3.042006000000015,4.240579514602002
6121,465684.376924,5247885.186268,473.096085,83.696049,-63.103329,-3.18232,465682.295296,5247889.211455,470.302002, ,210997215.0,210.997215,-2.081627999956254,4.0251869997009635,-2.7940830000000005,4.531589733500101
6151,465684.205604,5247885.255447,473.026513,84.577839,-61.732407,-2.144065,465682.627349,5247889.198402,470.539001, ,211995136.0,211.995136,-1.578255000000354,3.942954999394715,-2.487512000000038,4.247091118904549
6181,465684.034247,5247885.46388,473.002481,84.658745,-61.98769,-1.837611,465682.770184,5247889.097544,470.407013, ,213000140.0,213.00014,-1.2640629999805242,3.6336639998480678,-2.5954679999999826,3.8472547786326317
6211,465683.986288,5247885.82862,472.939713,86.284904,-47.654802,-0.825508,465682.868685,5247889.163651,470.424011, ,213999303.0,213.999303,-1.1176030000206083,3.3350309999659657,-2.515701999999976,3.5173098010253594
6241,465684.23677,5247885.688511,473.047051,87.25651,-29.785309,-0.06637,465683.252209,5247888.916909,470.446991, ,214997074.0,214.997074,-0.9845610000193119,3.2283979998901486,-2.600059999999985,3.375190958813107
6271,465684.774255,5247885.271403,473.135619,87.612683,-15.853458,-0.402971,465683.678156,5247888.180915,470.789001, ,215996530.0,215.99653,-1.096099000016693,2.909512000158429,-2.346618000000035,3.1091306014549303
